sensor_169,sensor_445,sensor_369,sensor_578,sensor_175,sensor_422,sensor_417,sensor_295,sensor_409,sensor_203,sensor_575,sensor_492,sensor_300,sensor_154,sensor_151,sensor_416,sensor_170,sensor_588,sensor_197,sensor_333,sensor_138,sensor_171,sensor_031,sensor_471,sensor_457,sensor_282,sensor_205,sensor_472,sensor_297,sensor_377,sensor_358,sensor_109,sensor_010,sensor_101,sensor_225,sensor_152,sensor_434,sensor_078,sensor_497,sensor_218,sensor_080,sensor_560,sensor_025,sensor_102,sensor_229,sensor_198,sensor_093,sensor_443,sensor_042,sensor_553,sensor_095,sensor_353,sensor_489,sensor_524,sensor_137,sensor_271,sensor_554,sensor_570,sensor_424,sensor_288,sensor_253,sensor_526,sensor_584,sensor_425,sensor_500,sensor_458,sensor_432,sensor_364,sensor_569,sensor_108,sensor_487,sensor_394,sensor_276,sensor_367,sensor_413,sensor_435,sensor_299,sensor_547,sensor_393,sensor_576,sensor_312,sensor_325,sensor_079,sensor_408,sensor_567,sensor_561,sensor_182,sensor_290,sensor_342,sensor_439,sensor_148,sensor_511,sensor_287,sensor_092,sensor_345,sensor_130,sensor_213,sensor_083,sensor_204,sensor_357,sensor_480,sensor_286,sensor_456,sensor_139,sensor_094,sensor_128,sensor_304,sensor_429,sensor_321,sensor_339,sensor_206,sensor_431,sensor_437,sensor_366,sensor_004,sensor_378,sensor_486,sensor_209,sensor_438,sensor_541,sensor_105,sensor_574,sensor_228,sensor_298,sensor_430,sensor_280,sensor_224,sensor_361,sensor_183,sensor_217,sensor_469,sensor_349,sensor_461,sensor_072,sensor_523,sensor_568,sensor_354,sensor_281,sensor_196,sensor_215,sensor_064,sensor_473,sensor_332,sensor_407,sensor_140,sensor_041,sensor_360,sensor_011,sensor_249,sensor_279,sensor_274,sensor_488,sensor_440,sensor_163,sensor_590,sensor_460,sensor_104,sensor_522,sensor_301,sensor_222,sensor_484,sensor_272,sensor_475,sensor_552,sensor_147,sensor_303,sensor_512,sensor_081,sensor_566,sensor_068,sensor_103,sensor_389,sensor_433,sensor_406,sensor_181,sensor_419,sensor_426,sensor_216,sensor_589,sensor_115,sensor_338,sensor_076,sensor_168,sensor_172,sensor_388,sensor_449,sensor_577,sensor_024,sensor_082,sensor_162,sensor_483,sensor_096,sensor_305,sensor_161,sensor_392,sensor_352,sensor_436,sensor_418,sensor_077,sensor_202,sensor_447,sensor_336,sensor_278,sensor_564,sensor_420,sensor_145,sensor_585,sensor_126,sensor_099,sensor_015,sensor_146,sensor_292,sensor_211,sensor_587,sensor_546,sensor_573,sensor_226,sensor_322,sensor_501,sensor_318,sensor_189,sensor_362,sensor_491,sensor_317,sensor_097,sensor_005,sensor_291,sensor_572,sensor_212,sensor_414,sensor_485,sensor_474,sensor_090,sensor_239,sensor_275,sensor_223,sensor_273,sensor_201,sensor_065,sensor_240,sensor_060,sensor_490,sensor_477,sensor_052,sensor_302,sensor_542,sensor_368,sensor_481,sensor_556,sensor_387,sensor_363,label
0.046,0.7184,0.0036,8.3962,0.2699,6.0398,4.7292,278.6719,6.749,8.51,2.5261,2.2508,0.04,0.0245,5.996,9.5236,0.087,0.0146,5.94,1.6166,139.3,0.6723,0.2147,5.0212,11.7462,0.0153,0.1586,6.3465,2006.9923,0.0018,0.0009,0.0514,-0.0252,-0.0003,0.039,10.203,135.2748,0.0127,24.5228,0.0362,0.0615,0.0706,532.25,-0.0002,0.0161,21.51,0.0037,0.6535,3.698,0.4453,-0.0003,0.0274,0.0,0.2427,180.2,36.4612,8.9414,16.98835,74.1779,0.078,4.9641,8.2911,0.0176,2.5639,480.0,4.5406,16.381,114.999,1.9997,0.0491,149.5783,0.1326,0.1616,0.0042,85.8455,10.1977,0.0528,1.5569,0.0012,0.0617,0.0392,23.4564,-0.0574,1.1227,2.15045,0.0218,0.345,3.5426,1.5264,22.7848,0.0347,85.5346,2.9731,0.1422,22.8463,0.0473,0.1137,-0.0276,17.81,1.1933,2.4029,1.7244,2.9116,55.9001,0.0006,0.6314,0.0143,2.7839,0.044,2.3044,4.34,11.1056,2.7643,0.0056,1006.9548,0.001,117.8727,78.866,3.8305,2.1221,0.0003,0.181,0.018,354.9614,4.712,0.0316,101.5006,0.0015,11.89,0.0725,68.333,0.0436,38.0561,107.7361,5.1369,0.04865,0.0324,0.0183,0.229,0.092,22.3246,66.6978,0.0366,5.5066,864.425,74.8,0.0265,0.0033,0.0054,0.0015,19.5809,72.7273,21.4286,720.0,48.9072,2.0156,-0.006,0.0,0.0828,0.0851,97.3579,54.1856,20.2083,1.09,0.0638,0.1936,833.3333,-0.0839,0.11954999999999999,0.9984,-0.0117,10.8791,140.8981,0.0131,12.11,288.4596,2.0452,0.061,0.0037,0.0,1.6166,-0.0063,0.6,0.06,0.0,0.9135,1.3983,-3000.75,-0.0034,4228.0,190.2941,0.0001,0.0318,438.0,0.0139,0.0309,4.5511,6.1774,-0.0624,5.94,0.9929,2.3619,3.4016,0.651,0.0,0.099,0.0048,0.9933,-0.5241,8.0833,0.0728,0.0208,0.1767,0.0298,7.116,7.54,413.8994,1.6419,0.0,0.1049,81.486,29.1093,46.3976,4.1082,0.3486,1.0997,0.097,2.1559,0.0608,37.7415,138.7755,18.9732,0.1592,0.0051,253.5773,0.0041,46.4735,14.89,31.3073,0.0025,8.6927,131.0407,15.8872,214.1209,0.7907,9.0242,0.0054,73.203,71.0452,0.0018,0.014,0
0.081,0.9207,0.0026,13.8179,0.3702,3.4953,3.5408,237.9447,3.6122,7.443,2.9758,0.9701,0.0381,0.0161,4.388,9.6565,0.434,0.0146,4.62,1.2551,44.1,0.8976,0.2544,6.2146,15.6294,0.02,0.0787,9.9812,803.6361,0.0008,0.0004,0.0374,0.0252,-0.0002,0.056,11.239,279.0306,0.0168,32.1955,0.082,-0.0077,0.1745,237.25,0.0,0.0096,13.64,0.0022,0.9342,2.678,0.0291,-0.0001,0.0182,189.0295,0.099,88.0,18.4142,7.4353,16.98835,150.8941,0.2407,2.2533,8.479,0.0131,2.6958,818.3908,3.7429,9.2745,495.543,1.9997,0.0665,977.3463,0.1201,0.3087,0.0027,71.5595,8.4137,0.0476,0.9156,0.0056,0.0895,0.0971,18.6559,-0.0069,1.7597,2.15045,0.0375,0.715,2.037,1.5845,22.1311,0.0284,46.62,3.5012,0.0742,5.7519,-0.4731,0.0918,0.0269,18.07,1.524,1.4385,1.4152,2.7354,78.8,0.0007,0.6294,0.0278,3.6066,0.0597,1.9656,5.36,9.7561,1.8486,0.0054,1017.9399,0.0011,0.0,16.207,3.5844,2.1767,0.0008,0.2934,0.0178,270.9137,3.4538,0.0249,100.7533,0.0042,7.97,0.0784,87.0802,0.0173,33.7328,57.1331,13.4624,0.04865,0.0332,0.016,0.259,0.0755,22.4155,38.857,0.0848,6.6344,728.433,76.69,0.026,-0.0044,0.0214,0.0013,26.9809,0.0,31.8341,662.0,48.9072,2.1101,-0.0054,0.0,0.0557,0.0811,670.0855,28.269,23.6945,1.47,0.07,0.19,443.0769,-0.0038,0.11954999999999999,1.0706,0.0251,33.976,41.7986,0.0163,16.04,264.6169,8.9422,0.0771,0.0037,0.0,1.2551,-0.0208,0.6,0.0835,0.0,0.2252,1.6245,-3947.5,-0.0415,1650.0,283.8244,0.0001,0.1208,248.0,0.0163,0.0433,4.4237,4.7648,0.0146,4.62,1.3301,2.8374,3.0017,0.651,0.0,0.0709,0.0034,1.05,0.0696,2.908,0.0667,0.0169,0.059,0.0298,7.116,8.65,1785.0,1.4215,0.0,0.2416,61.929,34.1886,46.7294,5.2837,0.0173,1.2414,0.138,1.7483,0.098,82.42,545.6166,18.2569,0.1739,0.0025,205.4183,0.0119,13.3636,8.71,25.3055,0.0036,-5.3055,305.4004,7.348,183.5869,0.7228,14.9001,0.0028,28.3671,7.8347,0.0092,0.0175,0
0.142,0.8926,0.0026,13.8179,0.2684,3.6927,3.5408,310.3464,6.3509,9.089,2.9758,1.3085,0.0478,0.0202,13.03,9.6565,0.662,0.0146,9.16,2.607,66.4,0.9299,0.245,1.8058,15.9097,0.0189,0.1524,7.1093,697.9926,0.0007,0.0005,-0.0883,0.0245,0.0,0.0249,6.728,252.8958,0.0006,12.633,0.1245,-0.0066,0.1745,259.0,0.0,0.0165,14.6,0.0018,1.5009,3.578,0.2949,0.0,0.0121,125.3985,0.1228,99.1,23.7349,8.9166,10.5839,104.8907,0.0986,2.179,5.1275,0.0135,1.6583,0.0,4.1594,12.322,406.8589,2.9011,-0.0444,771.2121,0.1028,0.3087,0.0043,71.5595,13.1543,0.073,1.6791,0.0017,0.0895,0.1131,12.9148,-0.0116,1.7597,3.4484,0.0375,0.601,2.2701,2.3007,60.0,0.0217,30.4762,2.1763,0.1041,7.4479,-0.4731,0.0844,0.0024,20.979,0.8192,2.0681,4.2145,2.3755,78.8,0.001,0.6294,0.0465,3.6066,0.0548,2.4048,7.46,13.1214,2.6454,0.0066,1017.9399,0.0014,577.5862,23.612,2.8491,2.1767,0.0001,0.2934,0.0263,305.2595,2.3427,0.0471,81.2722,0.0003,7.48,0.059,104.6966,0.0205,23.1079,59.5211,15.6967,0.0313,0.0367,0.0168,0.259,0.0509,27.9609,44.5265,0.0848,6.6344,728.433,78.27,0.0283,-0.0111,0.0257,0.0013,26.9809,783.815,57.9592,655.0,48.9072,1.8906,-0.0066,0.0,0.0834,0.092,191.3357,32.1344,25.6771,1.54,0.0643,0.5385,0.0,0.0087,0.0703,1.0498,0.0205,42.0305,39.3417,0.0163,12.24,225.8872,3.0213,0.0678,0.0037,0.0,2.607,-0.01,1.6,0.1314,0.0,0.2327,1.6245,-3797.5,-0.0471,1494.0,704.6787,0.0,0.2279,344.0,0.0093,0.0337,5.4041,8.0757,0.0138,9.16,1.3492,2.2699,3.0017,0.6638,577.653,0.1256,0.004,1.05,0.0764,12.4225,0.0553,0.0113,0.0706,0.0298,7.116,8.65,1181.7998,1.9358,0.0,0.1959,45.562,25.7636,36.8157,4.8942,-0.0284,1.2414,0.138,1.7483,0.0265,82.42,0.0,31.8619,0.1968,0.002,205.4183,0.0009,18.604,12.45,28.7491,0.0037,-8.7491,0.0,14.5221,197.1704,0.5487,14.9001,0.0051,39.67,43.575,0.009,0.0094,0
0.099,1.0059,0.0063,9.5334,0.2449,3.9354,3.4329,787.0352,4.5917,12.351,3.6157,2.5223,0.0416,0.0122,6.721,8.5786,0.162,0.0237,9.36,2.5621,40.3,0.7164,0.1833,9.5157,14.5575,0.0162,0.1636,12.0556,4384.1171,0.0007,0.001,-0.0849,-0.0011,0.0,0.0236,18.244,18.9521,-0.0298,12.4264,0.0392,0.0704,0.4906,1345.5,0.0001,0.0215,14.58,0.0008,1.3381,2.859,0.0952,0.0,0.0262,310.2244,0.1227,80.9,28.3768,6.3555,18.8467,165.8018,0.3018,3.3278,8.3514,0.0122,4.5018,0.0,5.3412,25.1799,556.2034,1.9819,0.0352,132.7058,0.1171,0.2134,0.0053,77.634,14.271,0.0603,0.8253,0.0069,0.079,0.0773,6.3278,-0.0879,1.0643,2.2204,0.1528,1.012,2.2421,2.1337,34.4498,0.0256,62.6959,5.149,-0.0126,16.6343,0.0,0.0398,-0.0299,7.728,1.3867,0.827,2.1375,1.1182,65.1001,-0.0007,0.5489,0.0291,4.7245,0.0538,3.3552,6.94,26.8362,2.466,0.0069,955.9073,0.0012,76.4505,54.526,5.0782,1.535,0.0005,0.2199,0.0274,105.0413,7.8127,0.0592,135.0078,0.0006,20.58,0.0933,35.1112,0.0429,36.5559,106.8289,21.7063,0.0526,0.0123,0.015,0.168,0.0934,9.4782,53.4917,0.0529,5.4086,742.1091,76.52,0.0259,0.0007,0.0236,0.0011,23.9769,218.0479,54.0,255.0,118.3047,1.3187,-0.004,0.0,0.0584,0.088,75.4562,28.6526,72.3139,1.26,0.0569,0.2774,688.3721,-0.0136,0.1417,1.0722,0.0302,46.74,162.7198,0.021,19.13,0.0,10.3721,0.0296,0.0075,0.0,2.5621,-0.0363,0.8,0.1177,0.0,0.9581,1.8624,-6000.5,-0.0301,9764.0,374.9484,0.0003,0.0479,735.0,0.0131,0.0303,5.3163,12.3275,-0.0849,9.36,1.1148,4.3995,2.5917,0.7518,0.0,0.1639,0.0037,0.9082,0.3216,4.0536,0.0543,0.0368,0.1362,0.02,7.116,9.93,1756.8994,2.3852,0.0,0.3469,21.392,51.5407,58.1435,5.2537,-0.1645,1.1048,0.162,2.3063,0.0641,54.0784,133.4451,70.1554,0.19,0.0025,216.0038,0.0017,11.3213,5.07,13.3418,0.0037,26.6582,131.3233,15.2609,58.5185,1.1222,8.8973,0.0054,51.0405,27.4871,0.0068,0.0074,0
0.075,1.0059,0.0035,5.7214,0.2449,4.0591,2.9451,131.0328,6.9263,6.1089,3.6182,4.0185,0.0452,0.0137,6.937,6.7039,0.358,0.0358,5.49,1.6273,32.0,0.7164,0.2351,11.1861,18.2461,0.0139,0.1926,12.2571,627.7967,0.0014,0.0016,0.0454,0.0428,-0.0001,0.0147,18.234,437.8059,-0.0038,9.3865,0.0441,0.0614,0.4946,-296.25,0.0,0.0091,14.83,0.0019,1.3381,2.859,0.1389,-0.0001,0.0262,0.0,0.1299,79.7,33.5037,5.1243,16.98835,147.112,0.3052,2.0419,4.3785,0.0086,4.3865,802.5723,4.5068,4.1402,322.435,1.9997,0.0698,152.2801,0.1286,0.1302,0.0027,17.6108,7.2987,0.0445,0.9059,0.0072,0.0448,0.0773,9.7137,-0.0804,1.0643,2.15045,0.085,0.99,2.2759,1.5644,21.0117,0.0277,77.2118,5.0859,0.0095,28.3148,0.0,0.0412,-0.0164,7.848,0.8973,0.8021,2.0595,3.7245,78.7998,-0.001,0.5489,0.0263,4.7245,0.0665,1.807,5.34,5.5144,1.2189,0.0046,1740.3297,0.0012,86.3891,93.429,3.3713,1.535,0.0,0.1299,0.0156,550.8789,4.8485,0.0588,50.5529,0.0003,19.35,0.0926,19.1247,0.0466,62.6301,126.2978,12.5069,0.04865,0.054,0.0169,0.168,0.0935,5.8827,83.9743,0.0529,5.4086,306.486,76.52,0.024,0.023,0.022,0.0008,25.1991,451.3443,31.8998,1297.0,96.3971,1.4909,-0.0047,0.0,0.0444,0.0683,0.0,28.0466,40.5349,1.7,0.05,0.1878,0.0,0.0288,0.11954999999999999,1.0488,0.0137,26.5207,37.4396,0.021,22.4,555.9837,10.5106,0.1301,0.0117,0.0,1.6273,-0.0063,0.6,0.1177,0.0,0.9581,1.9239,-3929.0,-0.0092,1471.0,186.9642,0.0002,0.1474,106.0,0.0076,0.032,5.4747,11.0881,-0.0083,5.49,1.1148,4.5353,2.1668,0.651,544.1999,0.146,0.0028,0.9082,0.0065,4.7155,0.0586,0.025,0.1644,0.0372,7.116,10.27,1142.5005,2.0103,871.8563,0.2619,32.61,15.1484,43.9971,6.8114,0.0447,1.4715,0.162,2.2711,0.0532,28.5952,0.0,48.6114,0.1562,0.0036,92.7966,0.0007,10.0285,4.94,11.2936,0.0035,28.7064,269.7248,18.3601,52.0676,0.9391,8.8973,0.0025,73.9752,39.1755,0.0064,0.0047,0
0.104,0.9089,0.0027,13.8179,0.2794,4.7121,5.8208,218.977,5.5214,5.197,2.9758,2.7493,0.0264,0.0133,9.472,5.1058,0.344,0.0083,5.86,1.9896,106.2,0.5398,0.1847,4.142,14.9117,0.0185,0.1422,11.9746,226.8751,0.0015,0.0011,-0.0437,-0.0042,-0.0001,0.0289,8.863,151.1156,-0.0339,18.6391,0.0948,0.0035,0.2173,2229.0,-0.0001,0.0087,13.05,-0.0023,0.8374,3.074,0.0388,-0.0001,0.0136,521.0904,0.1272,136.3,32.1671,7.5693,18.4387,80.6783,0.2387,2.1536,6.0364,0.0134,2.072,756.5217,4.0594,20.6968,415.2441,2.2109,0.0589,0.0,0.1213,0.1717,0.0024,10.8002,15.2786,0.0813,0.4576,0.0058,0.0895,0.1273,25.7881,-0.0277,1.2397,2.3882,0.0388,0.548,2.8455,2.0766,36.9863,0.0145,76.815,2.443,0.1354,18.4256,-0.1419,0.0301,0.0273,14.55,1.7273,1.1901,3.1433,2.5398,72.0,0.0007,0.6539,0.0369,1.6033,0.0567,1.5544,7.58,9.8456,1.3022,0.0047,1936.7653,0.0006,361.8018,66.937,2.7236,1.7855,0.0001,0.2934,0.0174,9555.7188,3.0525,0.025,91.8998,0.0008,7.98,0.0908,71.2423,0.0138,35.7201,89.8602,16.6392,0.0791,0.0435,0.0117,0.259,0.045,29.4,24.2177,0.0848,5.9201,209.1749,78.29,0.0226,-0.0009,0.0207,0.0016,23.0757,449.7143,56.3177,20853.0,41.3784,2.1794,-0.0053,0.0,0.0444,0.0722,181.2746,42.2659,13.8468,1.38,0.0594,0.3536,0.0,-0.0175,0.1667,1.053,-0.0336,44.2329,14.0822,0.0239,13.17,0.0,9.3572,0.0787,0.0034,0.0,1.9896,0.0038,0.9,0.0739,0.0,0.2146,1.6245,-3614.5,-0.0174,509.0,0.0,0.0001,0.1238,551.0,0.0117,0.0457,2.4657,4.0362,0.0318,5.86,1.4625,3.47,1.8711,0.904,0.0,0.0605,0.004,1.144,-0.1185,11.7405,0.0443,0.0126,0.0462,0.0201,7.116,8.65,1240.0,1.7286,0.0,0.1849,65.281,30.122,60.288,4.7156,0.1062,1.5291,0.0555,1.7483,0.0576,34.8193,88.8561,20.7614,0.1548,0.0041,76.0602,0.0022,29.6075,7.12,28.2255,0.0016,-8.2255,347.571,13.502,182.7571,0.6071,9.4593,0.0024,74.4902,19.6937,0.0056,0.0095,0
0.084,1.0333,0.0034,15.4001,0.3247,4.4288,2.9451,251.8152,5.3672,6.272,2.3605,2.5443,0.0357,0.0133,5.718,6.7039,0.264,0.0083,5.44,1.9083,124.4,0.3607,0.2154,10.3196,12.0072,0.0126,0.1421,12.9399,386.719,0.0019,0.001,-0.0371,-0.0077,-0.0003,0.1223,12.19,10.7901,0.0046,57.9168,0.0244,0.0533,0.3155,1436.5,0.0,0.0102,20.98,-0.0006,0.7788,3.576,0.1931,-0.0001,0.0333,773.7052,0.0895,92.5,30.9957,8.3166,23.416,119.7145,0.2972,2.2055,4.0921,0.0129,3.0088,0.0,3.6301,15.1577,489.105,3.2849,0.0026,203.633,0.1355,0.1302,0.0031,17.6108,9.7611,0.0415,0.8006,0.0016,0.0961,0.1044,23.5987,-0.0802,1.0643,3.2612,0.0593,0.697,2.5747,1.5086,54.0,0.0271,122.7621,3.2971,0.025,20.5705,0.0,0.038,-0.0165,10.971,2.0794,1.1389,2.0727,3.7245,78.7998,-0.0043,0.5489,0.023,4.6412,0.0502,2.2368,5.06,10.332,2.0608,0.0048,1740.3297,0.0015,74.961,75.943,4.8975,1.535,-0.0005,0.3682,0.0165,71.9097,2.3666,0.0358,143.5756,0.0001,19.85,0.0971,19.3463,0.0455,36.819,112.1437,18.2828,0.0747,0.0191,0.0126,0.169,0.1086,13.0754,54.5298,0.0538,5.4086,306.486,78.68,0.0228,-0.0098,0.0263,0.0008,25.1991,184.8606,38.9892,155.0,41.3784,1.0984,-0.0049,0.0,0.0462,0.0729,53.8789,28.8708,33.6344,1.14,0.0479,0.4764,0.0,-0.0251,0.1689,0.9717,-0.0288,53.1108,21.1911,0.021,18.02,589.4051,10.163,0.0464,0.0034,0.0,1.9083,-0.0715,1.5,0.0731,0.0,0.1966,1.3144,-3992.25,-0.0125,846.0,216.5035,0.0002,0.0872,447.0,0.0067,0.0258,4.5195,6.863,-0.088,5.44,1.1629,4.8584,2.1668,0.7213,487.2219,0.0997,0.0035,0.9082,0.0919,4.7764,0.0452,0.0111,0.1548,0.0201,7.116,7.01,1349.0996,1.6932,237.9009,0.2393,76.08,40.025,104.6277,5.2147,0.0624,1.4715,0.1573,2.3907,0.0474,28.5952,821.6216,45.7877,0.2112,0.006,92.7966,0.0005,36.2012,7.13,11.8809,0.0049,28.1191,147.8788,14.6237,206.6325,0.8876,8.8973,0.0031,67.7193,56.0172,0.0093,0.0353,0
0.114,0.6974,0.0044,13.4859,0.3082,4.3898,3.768,278.6719,5.4399,3.599,4.1245,3.0021,0.04,0.0142,3.759,11.5541,0.135,0.0318,2.88,0.8654,85.5,0.9265,0.2103,4.4261,7.9504,0.0138,0.1148,5.1356,2246.457,0.0018,0.0011,-0.055,0.0086,-0.0001,0.0523,12.64,210.8449,-0.0169,34.5151,0.1029,-0.0188,0.1108,594.75,0.0,0.0173,16.81,-0.006,1.4577,2.325,0.0187,-0.0001,0.015,489.3506,0.0698,107.6,32.9927,6.9851,24.9979,80.4393,0.2385,4.3757,7.725,0.0136,3.1337,503.6726,3.1372,16.381,364.563,2.6104,-0.099,294.485,0.0862,0.1512,0.0053,51.3738,10.1977,0.0528,0.9235,0.0062,0.0949,0.0568,15.2533,-0.037,1.2895,2.8,0.0347,0.585,2.3498,1.3513,28.2511,0.0241,76.5957,4.178,0.0411,23.7398,-0.3311,0.0746,-0.0013,20.012,0.9276,2.5744,1.1652,3.1101,59.5,-0.0047,0.6741,0.035,3.1381,0.0397,1.3506,5.2,11.1056,2.7643,0.0075,1039.2291,0.0019,85.6178,58.279,2.3873,2.1579,-0.0011,0.2879,0.03,688.7745,5.2952,0.0372,129.7219,0.0007,7.07,0.0942,33.2284,0.0195,24.4135,109.3882,14.221,0.0742,0.0301,0.0203,0.238,0.0554,10.7382,148.1633,0.077,7.1895,533.891,76.33,0.0155,0.0004,0.0182,0.0011,20.4695,151.07,54.1997,1254.0,114.7497,2.524,-0.0071,0.0,0.0828,0.0432,409.441,34.4512,19.3648,1.58,0.0465,0.2224,470.5882,0.0432,0.1817,0.9944,-0.1195,38.8267,212.0196,0.0124,14.74,915.446,8.6433,0.0653,0.0097,0.0,0.8654,-0.0296,0.7,0.1267,0.0,0.299,2.2271,-1938.5,-0.0192,4110.0,217.3674,0.0002,0.0366,438.0,0.0145,0.0158,4.5511,17.262,-0.0201,2.88,1.492,1.8287,4.1536,0.7267,133.1186,0.2739,0.0036,1.031,0.0967,4.6731,0.0789,0.0223,0.0643,0.0277,7.116,11.79,1091.0,1.5639,372.043,0.1945,48.378,46.0294,33.3553,4.6593,-0.0063,1.0455,0.1166,2.1345,0.0824,46.3425,440.118,25.4131,0.1515,0.0054,202.9874,0.0021,28.6872,15.91,11.3327,0.005,8.6673,0.0,11.5465,198.1607,0.5954,9.0894,0.005,53.2772,4.8269,0.007,0.015,0
0.105,0.7257,0.0023,13.4859,0.2945,3.1015,4.7292,261.3899,3.2016,11.805,4.1245,1.2598,0.0242,0.0135,4.381,9.5236,0.442,0.0318,10.24,2.7903,40.7,0.6135,0.2589,4.0658,13.3795,0.0153,0.0608,8.5949,4709.3376,0.0024,0.0005,-0.0366,-0.0095,-0.0002,0.0393,8.558,149.0125,-0.0319,23.4571,0.0789,0.0065,0.1745,-4759.3333,0.0,0.0162,20.53,0.0009,0.6953,3.958,0.1538,0.0,0.0307,954.9367,0.099,75.0,18.3083,7.2787,25.1366,53.5658,0.1318,2.4838,5.8979,0.0105,2.073,0.0,4.8883,9.0616,463.1301,4.0117,-0.0184,0.0,0.1297,0.1616,0.0046,85.8455,5.9725,0.0335,1.7755,0.0018,0.0949,0.0427,20.434,-0.0279,1.1227,4.3654,0.0375,0.408,1.7,1.9747,47.191,0.0182,99.389,2.6467,-0.0177,7.3007,0.0473,0.0345,0.0389,29.101,1.7017,2.8536,1.508,4.8441,55.9001,0.0005,0.6314,0.0347,3.1381,0.0505,3.1029,5.05,9.535,2.6956,0.0044,1006.9548,0.0016,355.5157,28.378,5.9103,2.1221,-0.0001,0.2879,0.0161,3623.8462,3.0916,0.0292,112.9465,0.0014,9.98,0.0943,265.9112,0.0189,32.3024,116.4947,23.0314,0.0518,0.0621,0.0163,0.265,0.0998,16.4146,106.3078,0.0816,5.5066,864.425,72.29,0.0229,-0.0167,0.0199,0.0015,19.5809,0.0,40.5579,7092.0,114.7497,3.1485,-0.0061,0.0,0.0805,0.0726,123.9966,28.2608,55.4771,1.49,0.0574,0.4359,0.0,-0.0024,0.1297,0.9996,0.0183,49.3507,57.9693,0.0131,18.54,690.5263,4.4947,0.1195,0.0097,0.0,2.7903,-0.0539,1.4,0.0636,0.0,0.8637,2.2271,-1260.0,-0.0099,8554.0,115.3989,0.0001,0.1416,232.0,0.0108,0.0447,2.7218,6.3969,0.0293,10.24,1.098,3.1646,3.4016,0.5159,344.357,0.0986,0.0028,0.9933,0.0811,8.1787,0.0656,0.0132,0.0622,0.0277,7.116,11.79,1354.1001,2.432,0.0,0.1078,58.6,40.437,78.9544,5.469,0.0381,1.0997,0.1166,2.1345,0.0363,37.7415,108.3203,63.4091,0.1674,0.0061,253.5773,0.0037,13.0903,17.45,16.1491,0.0043,3.8509,202.8278,6.0868,181.4109,1.1516,9.0242,0.0035,24.3599,24.2058,0.0062,0.0145,0
0.075,0.9113,0.0067,12.4093,0.3804,5.0832,4.22,278.6719,3.1695,10.262,3.4939,3.9494,0.04,0.0134,9.609,5.4396,0.07,0.0318,9.81,2.9081,129.1,0.8333,0.1917,2.4099,9.8182,0.018,0.1155,8.1614,1893.876,0.0017,0.0015,0.059,-0.0039,-0.0003,0.0501,7.955,171.2544,0.0078,26.4495,0.093,-0.0265,0.5777,492.25,0.0,0.0302,13.93,-0.0018,0.3666,4.07,0.1979,-0.0002,0.0292,223.0483,0.0539,151.8,17.7312,7.4279,26.4531,101.4658,0.2232,2.8538,4.5986,0.0118,1.9655,0.0,3.4713,16.381,247.8346,3.2961,0.1658,343.6007,0.1362,0.0473,0.0075,29.2175,10.1977,0.0528,0.9111,0.0087,0.0893,0.0962,20.1627,-0.0088,1.2397,3.609,0.0863,0.586,3.0019,1.1931,22.3881,0.0203,87.3016,2.2067,-0.0271,15.0118,-0.1419,0.1103,0.0129,23.412,1.516,2.2046,3.0085,2.541,68.2,-0.005,0.6539,0.0272,30.7085,0.0377,2.8817,3.35,11.1056,2.7643,0.0087,1172.6226,0.0012,616.5242,54.994,3.0675,1.7855,-0.0016,0.3066,0.0292,353.958,3.4454,0.0259,120.9603,0.0008,7.96,0.105,64.5549,0.0401,23.9011,102.6043,8.5163,0.0773,0.0514,0.0169,0.258,0.0911,27.869,47.4361,0.0778,5.9201,342.6111,76.67,0.0206,0.0008,0.0136,0.0012,22.7269,498.3982,39.1304,843.0,114.7497,1.7067,-0.0063,0.0,0.0828,0.0597,163.9226,53.556,26.5079,1.15,0.0661,0.1414,201.5748,-0.0219,0.2048,1.3231,0.0454,24.4221,137.1147,0.0239,15.78,0.0,8.8156,0.1089,0.0097,0.0,2.9081,0.0031,0.5,0.0324,0.0,0.3464,1.8387,-2838.5,-0.0471,3892.0,0.0,0.0002,0.0197,438.0,0.01,0.0276,4.5511,5.9906,0.0556,9.81,1.537,2.293,1.8617,0.7742,0.0,0.09,0.003,1.144,-0.1045,9.4702,0.0653,0.018,0.1261,0.0277,7.116,9.84,626.8994,1.601,608.5642,0.2081,58.502,40.1228,65.2714,4.2296,0.1504,1.2752,0.5528,2.4707,0.0911,10.1822,0.0,27.8722,0.1895,0.0055,126.6828,0.0022,47.1104,13.22,35.1964,0.0032,-15.1964,719.5358,8.7293,244.7669,0.6285,9.4593,0.006,25.9596,54.4417,0.0055,0.0144,0
