sensor_081,sensor_486,sensor_171,sensor_239,sensor_291,sensor_278,sensor_589,sensor_392,sensor_363,sensor_435,sensor_577,sensor_335,sensor_497,sensor_588,sensor_500,sensor_273,sensor_564,sensor_565,sensor_168,sensor_216,sensor_107,sensor_167,sensor_272,sensor_558,sensor_470,sensor_101,sensor_439,sensor_526,sensor_102,sensor_105,sensor_204,sensor_305,sensor_573,sensor_409,sensor_570,sensor_524,sensor_433,sensor_157,sensor_567,sensor_079,sensor_031,sensor_217,sensor_093,sensor_528,sensor_572,sensor_418,sensor_461,sensor_220,sensor_468,sensor_075,sensor_319,sensor_197,sensor_203,sensor_490,sensor_352,sensor_172,sensor_218,sensor_186,sensor_092,sensor_304,sensor_299,sensor_163,sensor_360,sensor_342,sensor_576,sensor_351,sensor_421,sensor_104,sensor_229,sensor_025,sensor_521,sensor_540,sensor_556,sensor_189,sensor_162,sensor_082,sensor_338,sensor_077,sensor_333,sensor_080,sensor_228,sensor_154,sensor_547,sensor_099,sensor_145,sensor_391,sensor_485,sensor_512,sensor_060,sensor_165,sensor_175,sensor_024,sensor_096,sensor_489,sensor_322,sensor_345,sensor_422,sensor_109,sensor_177,sensor_541,sensor_412,sensor_473,sensor_590,sensor_005,sensor_495,sensor_176,sensor_449,sensor_169,sensor_286,sensor_103,sensor_166,sensor_041,sensor_472,sensor_523,sensor_477,sensor_488,sensor_349,sensor_226,sensor_483,sensor_414,sensor_388,sensor_144,sensor_141,sensor_320,sensor_407,sensor_072,sensor_181,sensor_126,sensor_553,sensor_357,sensor_211,sensor_287,sensor_587,sensor_095,sensor_288,sensor_318,sensor_367,sensor_115,sensor_297,sensor_339,sensor_353,sensor_366,sensor_480,sensor_065,sensor_015,sensor_443,sensor_298,sensor_097,sensor_274,sensor_527,sensor_522,sensor_137,sensor_432,sensor_389,sensor_156,sensor_457,sensor_425,sensor_419,sensor_420,sensor_584,sensor_321,sensor_332,sensor_555,sensor_222,sensor_501,sensor_292,sensor_090,sensor_336,sensor_160,sensor_296,sensor_478,sensor_358,sensor_151,sensor_484,sensor_303,sensor_364,sensor_042,sensor_240,sensor_437,sensor_083,sensor_413,sensor_416,sensor_487,sensor_475,sensor_212,sensor_325,sensor_188,sensor_550,sensor_224,sensor_368,sensor_140,sensor_128,sensor_575,sensor_491,sensor_454,sensor_271,sensor_147,sensor_011,sensor_568,sensor_377,sensor_201,sensor_215,sensor_511,sensor_440,sensor_302,sensor_585,sensor_445,sensor_282,sensor_474,sensor_481,sensor_566,sensor_068,sensor_554,sensor_354,sensor_052,sensor_431,sensor_152,sensor_004,sensor_223,sensor_424,sensor_574,sensor_076,sensor_469,sensor_209,sensor_434,sensor_108,sensor_281,sensor_411,sensor_064,sensor_426,sensor_130,sensor_010,sensor_275,sensor_280,sensor_369,sensor_561,sensor_562,sensor_546,sensor_408,sensor_279,sensor_362,sensor_378,sensor_542,sensor_436,sensor_202,sensor_078,sensor_146,sensor_225,sensor_578,sensor_387,label
0.0288,86.3891,0.7164,0.0036,0.162,2.1668,0.0117,0.0076,0.0047,7.2987,1.9239,0.3223,9.3865,0.0358,802.5723,10.0285,0.6796407264296753,6.44498454404946,0.6,0.1301,0.001,2.3,28.0466,2.2931,4.1479,-0.0001,21.0117,4.3785,0.0,0.0,7.848,0.1474,10.27,6.9263,21.11767403400309,0.1299,37.4396,0.0681,2.610869629057187,-0.0804,0.2351,0.0926,0.0019,5.7645,2.2711,11.0881,62.6301,0.0056,3.5904,0.0,5.9323,5.49,6.1089,269.7248,0.032,0.1177,0.0441,6.27,0.0095,0.0263,0.0445,1297.0,0.024,1.5644,0.0448,0.0183,2.9165,-0.0047,0.0091,-296.25,2.3146,2.5433,39.1755,32.61,1471.0,-0.0092,1.6273,-0.0083,1.6273,0.0614,0.0156,0.0137,0.9059,0.0065,0.146,0.6707,0.0,0.0,28.7064,0.11,0.2449,-3929.0,0.0002,0.0,2.0103,28.3148,4.0591,0.0454,0.1873,1.535,3.4787,83.9743,96.3971,1.4715,0.0723,0.7352,0.9581,0.075,2.0595,0.0137,0.089,76.52,12.2571,12.5069,18.3601,451.3443,0.0466,1142.5005,186.9642,28.5952,0.0,0.0036,0.4208,1.8788,5.4086,126.2978,22.4,0.9082,0.1389,0.8973,0.1644,5.0859,0.0372,-0.0001,0.3052,0.2619,0.0027,0.0,627.7967,1.807,0.0262,0.0046,0.8021,11.2936,4.7155,1.3381,550.8789,0.0447,25.1991,2.0702,0.0,79.7,4.1402,26.5207,0.59,18.2461,4.3865,555.9837,544.1999,0.0086,0.0665,0.0529,0.723,0.0683,871.8563,0.025,0.1562,4.5353,296.0,50.1622,3.7282,0.0016,6.937,0.0,0.1878,322.435,2.859,0.0035,1.2189,-0.0164,17.6108,6.7039,152.2801,40.5349,0.0536,9.7137,9.27,0.3549,50.5529,0.0025,306.486,0.5489,3.6182,43.9971,9.8579,33.5037,0.05,0.023,0.06008639876352396,0.0014,4.94,0.0935,77.2118,31.8998,0.9391,0.0028,1.0059,0.0139,48.6114,73.9752,0.1456095054095827,1.0488,5.1243,0.054,52.0676,5.5144,18.234,1740.3297,0.0007,147.112,0.1299,-0.0066,19.1247,93.429,437.8059,0.0698,0.0169,1.2638,5.8827,10.5106,0.0,0.0428,92.7966,0.0588,0.0035,0.085,48.9498,7.116,1.0643,0.0008,15.1484,0.0012,8.8973,5.4747,5.49,-0.0038,0.0586,0.0147,5.7214,0.0064,0
-0.0175,361.8018,0.5398,0.0041,0.0555,1.8711,0.0034,0.0117,0.0095,15.2786,1.6245,0.1278,18.6391,0.0083,756.5217,29.6075,0.904,5.78,0.9,0.0787,-0.0007,1.8,42.2659,1.7451,3.6982,-0.0001,36.9863,6.0364,-0.0001,0.0001,14.55,0.1238,8.65,5.5214,18.4387,0.1272,14.0822,0.0431,2.3882,-0.0277,0.1847,0.0908,-0.0023,6.0644,1.7483,4.0362,35.7201,0.0036,5.645,0.0,2.249,5.86,5.197,347.571,0.0457,0.0739,0.0948,5.68,0.1354,0.0369,0.0813,20853.0,0.0226,2.0766,0.0895,0.0135,1.4955,-0.0053,0.0087,2229.0,2.1961,3.0342348941629247,19.6937,65.281,509.0,-0.0174,1.9896,0.0318,1.9896,0.0035,0.0174,0.0133,0.4576,-0.1185,0.0605,0.6926,88.8561,0.0,-8.2255,0.049,0.2794,-3614.5,0.0001,521.0904,1.7286,18.4256,4.7121,-0.0437,0.3091,1.9428280949326489,3.2848,24.2177,41.3784,1.5291,0.2261,0.9636,0.2146,0.104,3.1433,-0.0336,0.095,67.9049092676604,11.9746,16.6392,13.502,449.7143,0.0138,1240.0,0.0,34.8193,0.0,0.0073,0.5324,5.171,6.730614945477869,89.8602,13.17,1.1849557124518615,0.0388,1.7273,0.0462,2.443,0.0201,-0.0001,0.2387,0.1849,0.0024,0.0,226.8751,1.5544,0.0136,0.0047,1.1901,28.2255,11.7405,0.8374,9555.7188,0.1062,23.0757,1.854,0.0,136.3,20.6968,44.2329,0.2,14.9117,2.072,0.0,0.0,0.0134,0.0567,0.0848,0.6208,0.0722,0.0,0.0126,0.1548,3.47,531.0,257.5285,5.2293,0.0011,9.472,181.2746,0.3536,415.2441,3.3530661697990927,0.0016,1.3022,0.0273,10.8002,5.1058,0.0,13.8468,0.0576,25.7881,13.68,0.0901,91.8998,0.0024,209.1749,0.6484775994865212,2.9758,60.288,5.5431,32.1671,0.0594,-0.0009,0.0791,0.0015,7.12,0.045,76.815,56.3177,0.6071,0.004,0.9089,0.0185,20.7614,74.4902,0.1667,1.053,7.5693,0.0435,182.7571,9.8456,8.863,1936.7653,0.0022,80.6783,0.2934,0.0038,71.2423,66.937,151.1687,0.0589,0.0117,4.3978,29.4,9.3572,-0.5542283055198973,-0.0042,76.0602,0.025,0.0027,0.0388,22.6253,7.116,1.2319973059653624,0.0016,30.122,0.0006,9.61162809493265,2.4657,5.86,-0.0339,0.0443,0.0289,13.8179,0.0056,0
-0.0251,74.961,0.3607,0.006,0.1573,2.1668,0.0034,0.0067,0.0353,9.7611,1.3144,0.3008,57.9168,0.0083,0.0,36.2012,0.7213,8.54,1.5,0.0464,0.0043,3.0,28.8708,1.4165,5.7148,-0.0003,54.0,4.0921,0.0,-0.0005,10.971,0.0872,7.01,5.3672,23.416,0.0895,21.1911,0.0337,3.2612,-0.0802,0.2154,0.0971,-0.0006,6.9078,2.3907,6.863,36.819,0.0033,3.6593,0.0,6.1629,5.44,6.272,147.8788,0.0258,0.0731,0.0244,5.15,0.025,0.023,0.0415,155.0,0.0228,1.5086,0.0961,0.0165,2.8607,-0.0049,0.0102,1436.5,2.7851,2.5433,56.0172,76.08,846.0,-0.0125,1.9083,-0.088,1.9083,0.0533,0.0165,0.0133,0.8006,0.0919,0.0997,0.6514,821.6216,0.0,28.1191,0.085,0.3247,-3992.25,0.0002,773.7052,1.6932,20.5705,4.4288,-0.0371,0.2601,1.535,3.4787,54.5298,41.3784,1.4715,0.0491,0.7643,0.1966,0.084,2.0727,-0.0288,0.106,78.68,12.9399,18.2828,14.6237,184.8606,0.0455,1349.0996,216.5035,28.5952,0.0,0.0036,0.4208,1.6574,5.4086,112.1437,18.02,0.9082,0.1931,2.0794,0.1548,3.2971,0.0201,-0.0001,0.2972,0.2393,0.0031,0.0,386.719,2.2368,0.0333,0.0048,1.1389,11.8809,4.7764,0.7788,71.9097,0.0624,25.1991,0.5096,0.0,92.5,15.1577,53.1108,0.58,12.0072,3.0088,589.4051,487.2219,0.0129,0.0502,0.0538,0.496,0.0729,237.9009,0.0111,0.2112,4.8584,578.0,202.3512,3.5796,0.001,5.718,53.8789,0.4764,489.105,3.576,0.0049,2.0608,-0.0165,17.6108,6.7039,203.633,33.6344,0.0474,23.5987,7.02,0.4485,143.5756,0.0031,306.486,0.5489,2.3605,104.6277,7.0871,30.9957,0.0479,-0.0098,0.0747,0.0019,7.13,0.1086,122.7621,38.9892,0.8876,0.0035,1.0333,0.0126,45.7877,67.7193,0.1689,0.9717,8.3166,0.0191,206.6325,10.332,12.19,1740.3297,0.0005,119.7145,0.3682,-0.0715,19.3463,75.943,10.7901,0.0026,0.0126,4.9371,13.0754,10.163,0.0,-0.0077,92.7966,0.0358,0.0034,0.0593,33.199,7.116,1.0643,0.0008,40.025,0.0015,8.8973,4.5195,5.44,0.0046,0.0452,0.1223,15.4001,0.0093,0
0.0432,85.6178,0.9265,0.0054,0.1166,4.1536,0.0097,0.0145,0.015,10.2005,2.2271,0.1365,34.5151,0.0318,503.6726,28.6872,0.7267,6.87,0.7,0.0653,0.0047,1.6,34.4512,1.9675,4.704,-0.0001,28.2511,7.725,0.0,-0.0011,20.012,0.0366,11.79,5.4399,24.9979,0.0698,212.0196,0.0753,2.8,-0.037,0.2103,0.0942,-0.006,3.6441,2.1345,17.262,24.4135,0.0039,5.0769,0.0,2.2736,2.88,3.599,0.0,0.0158,0.1267,0.1029,4.5,0.0411,0.035,0.0528,1254.0,0.0155,1.3513,0.0949,0.0372,2.53,-0.0071,0.0173,594.75,1.9187,1.5921,4.8269,48.378,4110.0,-0.0192,0.8654,-0.0201,0.8654,-0.0188,0.03,0.0142,0.9235,0.0967,0.2739,1.4617,440.118,470.5882,8.6673,0.089,0.3082,-1938.5,0.0002,489.3506,1.5639,23.7398,4.3898,-0.055,0.1432,2.1579,2.7358,148.1633,114.7497,1.0455,0.2081,0.9837,0.299,0.114,1.1652,-0.1195,0.184,76.33,5.1356,14.221,11.5465,151.07,0.0195,1091.0,217.3674,46.3425,0.0,0.0046,0.4845,6.6879,7.1895,109.3882,14.74,1.031,0.0187,0.9276,0.0643,4.178,0.0277,-0.0001,0.2385,0.1945,0.0053,0.0,2246.457,1.3506,0.015,0.0075,2.5744,11.3327,4.6731,1.4577,688.7745,-0.0063,20.4695,2.1313,0.0,107.6,16.3817,38.8267,0.39,7.9504,3.1337,915.446,133.1186,0.0136,0.0397,0.077,0.6301,0.0432,372.043,0.0223,0.1515,1.8287,623.0,195.8407,3.5482,0.0011,3.759,409.441,0.2224,364.563,2.325,0.005,2.7664,-0.0013,51.3738,11.5541,294.485,19.3648,0.0824,15.2533,15.87,0.0446,129.7219,0.005,533.891,0.6741,4.1245,33.3553,5.8405,32.9927,0.0465,0.0004,0.0742,0.0018,15.91,0.0554,76.5957,54.1997,0.5954,0.0036,0.6974,0.0138,25.4131,53.2772,0.1817,0.9944,6.9851,0.0301,198.1607,11.1096,12.64,1039.2291,0.0021,80.4393,0.2879,-0.0296,33.2284,58.279,210.8449,-0.099,0.0203,3.3563,10.7382,8.6433,-0.3311,0.0086,202.9874,0.0372,0.0044,0.0347,11.6186,7.116,1.2895,0.0011,46.0294,0.0019,9.0894,4.5557,2.88,-0.0169,0.0789,0.0523,13.4859,0.007,0
-0.0024,355.5157,0.6135,0.0061,0.1166,3.4016,0.0097,0.0108,0.0145,5.9725,2.2271,0.1132,23.4571,0.0318,0.0,13.0903,0.5159,10.62,1.4,0.1195,-0.0005,3.6,28.2608,1.8542,5.8729,-0.0002,47.191,5.8979,0.0,-0.0001,29.101,0.1416,11.79,3.2016,25.1366,0.099,58.2876,0.0436,4.3654,-0.0279,0.2589,0.0943,0.0009,6.3239,2.1345,6.3969,32.3024,0.0016,5.7506,0.0,2.5613,10.24,11.805,202.8278,0.0447,0.0636,0.0789,7.25,-0.0177,0.0347,0.0335,7092.0,0.0229,1.9747,0.0949,0.0144,1.8942,-0.0061,0.0162,-4759.3333,2.0915,1.8575,24.2058,58.6,8554.0,-0.0099,2.7903,0.0293,2.7903,0.0065,0.0161,0.0135,1.7755,0.0811,0.0986,0.8311,108.3203,0.0,3.8509,0.054,0.2945,-1260.0,0.0001,954.9367,2.432,7.3007,3.1015,-0.0366,0.1059,2.1221,2.5605,106.3078,114.7497,1.0997,0.3805,0.7314,0.8637,0.105,1.508,0.0183,0.191,72.29,8.5949,23.0314,6.0868,0.0,0.0189,1354.1001,115.3989,37.7415,0.0,0.0056,0.415,10.4385,5.5066,116.4947,18.54,0.9933,0.1538,1.7017,0.0622,2.6467,0.0277,0.0,0.1318,0.1078,0.0046,0.0,4709.3376,3.1029,0.0307,0.0044,2.8536,16.1491,8.1787,0.6953,3623.8462,0.0381,19.5999,0.6583,0.0,75.0,9.0616,49.3507,0.39,13.3795,2.073,690.5263,344.357,0.0105,0.0505,0.0816,0.5661,0.0726,0.0,0.0132,0.1674,3.1646,527.0,113.0262,3.3876,0.0005,4.381,123.9966,0.4359,463.1301,3.958,0.0043,2.6956,0.0389,85.8455,9.5236,0.0,55.4771,0.0363,20.434,19.77,0.4298,112.9465,0.0035,864.425,0.6314,4.1245,78.9544,3.9923,18.3083,0.0574,-0.0167,0.0518,0.0024,17.45,0.0998,99.389,40.5579,1.1516,0.0028,0.7257,0.0153,63.4091,24.3599,0.1297,0.9996,7.2787,0.0621,181.4109,9.535,8.558,1006.9548,0.0037,53.5658,0.2879,-0.0539,265.9112,28.378,149.0125,-0.0184,0.0163,1.6627,16.4146,4.4947,0.0473,-0.0095,253.5773,0.0292,0.0023,0.0375,18.1087,7.116,1.1227,0.0015,40.437,0.0016,9.0242,2.7218,10.24,-0.0319,0.0656,0.0393,13.4859,0.0062,0
-0.0219,616.5242,0.8333,0.0055,0.5528,1.8617,0.0097,0.01,0.0144,10.2005,1.8387,0.0733,26.4495,0.0318,0.0,47.1104,0.7742,8.56,0.5,0.1089,0.005,2.0,53.556,1.6230700076511093,3.9366,-0.0003,22.3881,4.5986,0.0,-0.0016,23.412,0.0197,9.84,3.1695,26.4531,0.0539,137.1147,0.0486,3.609,-0.0088,0.1917,0.105,-0.0018,6.4663,2.4707,5.9906,23.9011,0.0053,5.4841,0.0,2.3742,9.81,10.262,719.5358,0.0276,0.0324,0.093,4.98,-0.0271,0.0272,0.0528,843.0,0.0206,1.1931,0.0893,0.0511,2.1097,-0.0063,0.0302,492.25,1.4297,3.0342348941629247,57.746537184391734,58.502,3892.0,-0.0471,2.9081,0.0556,2.9081,-0.0265,0.0292,0.0134,1.039630298393267,-0.1045,0.09,0.9737,0.0,201.5748,-15.1964,0.089,0.3804,-2838.5,0.0002,223.0483,1.601,15.0118,5.0832,0.059,0.2622,1.9428280949326489,3.1097,47.4361,114.7497,1.2752,0.2284,1.013,0.3464,0.075,3.0085,0.0454,0.184,76.67,8.1614,8.5163,8.7293,498.3982,0.0401,626.8994,0.0,10.1822,0.0,0.0051,0.1298,5.1677,6.730614945477869,102.6512,15.78,1.1849557124518615,0.27668798775822495,1.516,0.1261,2.2067,0.0277,-0.0002,0.2232,0.2081,0.0075,0.0,1893.876,2.8817,0.0292,0.0087,2.2046,35.1964,9.4702,0.3666,353.958,0.1504,22.7269,3.0055,0.0,151.8,16.3817,24.4221,3.86,9.8182,1.9655,0.0,0.0,0.0118,0.0377,0.0778,0.5036574598316756,0.0597,608.5642,0.018,0.1895,2.293,623.0,195.8407,2.1475,0.0015,9.609,163.9226,0.1414,247.8346,4.07,0.0032,2.7664,0.0129,29.2175,5.4396,343.6007,26.5079,0.0911,20.1627,10.71,0.6632564651874522,120.9603,0.006,342.6111,0.6484775994865212,3.4939,65.2714,5.8338,17.7312,0.0661,0.0008,0.0773,0.0017,13.22,0.0911,87.3016,39.1304,0.6285,0.003,0.9113,0.018,27.8722,25.9596,0.2048,1.3231,7.703873527161439,0.0514,244.7669,11.1096,7.955,1172.6226,0.0022,101.4658,0.3066,0.0031,64.5549,54.994,171.2544,0.1658,0.0169,5.2087,27.869,8.8156,-0.5542283055198973,-0.0039,126.6828,0.0259,0.0067,0.0863,59.3942,7.116,1.2319973059653624,0.0012,40.1228,0.0012,9.61162809493265,4.5557,9.81,0.0078,0.0653,0.0501,12.4093,0.0055,0
-0.0277,639.196,0.9265,0.0062,0.1465,2.5122,0.0097,0.0059,0.0128,10.458,1.6245,0.1232,28.2438,0.0318,0.0,27.6841,0.6718,4.06,2.6,0.0801,-0.0011,3.7,33.302,1.6230700076511093,4.1971,0.0,100.0,3.0608,0.0002,0.0001,14.181,0.0918,8.65,5.4399,9.9956,0.0713,116.1602,0.0434,1.6958,-0.01,0.2258,0.1191,0.0011,6.4281,1.7483,4.8024,35.8117,0.0039,6.252090658989124,0.0,2.4539,6.67,5.642,303.2301,0.0319,0.1267,0.115,6.55,0.0777,0.0616,0.0594,2047.0,0.0347,1.9658,0.0895,0.043,2.2475,-0.0054,0.0178,-369.75,4.7935,2.4714,57.746537184391734,64.863,7826.0,-0.0259,2.2382,-0.0136,2.2382,-0.0316,0.0206,0.0167,1.039630298393267,0.5089,0.074,1.2159,520.0531,0.0,-6.4836,0.093,0.3082,-6737.25,0.0003,459.4021,1.9939,25.7383,4.6885,0.0348,0.1432,1.0895,2.7712,27.3248,114.7497,1.3622,4.1011,0.9837,0.299,0.21,1.7276,0.0255,0.109,76.33,13.5601,10.8121,7.8537,289.1697,0.0106,747.0,89.4811,31.4696,0.0,0.007,0.4287,5.2074,4.3522,128.4138,11.5,0.894,0.27668798775822495,2.0006,0.0319,3.9148,0.0277,0.0001,0.1268,0.2005,0.004,0.0,3727.4711,1.8064,0.0113,0.007,1.2061,26.4836,3.8361,1.4577,947.9843,-0.2422,17.6337,2.5954,0.0,101.4,17.4908,32.6888,0.54,7.8702,3.047,438.5262,0.0,0.0146,0.0297,0.08323186180422265,0.5036574598316756,0.112,0.0,0.0118,0.1499,3.8135,663.0,195.6672,4.0269,0.0012,5.057,115.4412,0.7365,256.6161,2.325,0.0047,1.5027,0.0379,22.4904,7.5362,129.2417,16.3471,0.0157,20.2536,10.7,0.6632564651874522,82.363,0.0046,394.104,0.594,2.9758,82.92,6.6821,32.9927,0.0503,0.0043,0.0329,0.002,7.29,0.0408,115.3488,93.0118,1.1303,0.0035,0.6974,0.0146,25.1854,68.076,0.0671,1.0227,7.703873527161439,0.0345,181.1225,12.0732,12.181,1752.3206,0.0397,131.8269,0.2934,-0.0356,102.8744,87.419,553.6173,0.1135,0.0134,3.4377,26.6791,4.0049,0.7569,-0.0097,123.739,0.0273,0.0057,0.0724434227330779,32.28495593869732,6.491,0.9721,0.0017,24.5222,0.0017,7.8983,4.674,6.67,0.0188,0.0424,0.0423,13.8179,0.0182,0
-0.0191,559.1125,1.0498,0.0038,0.138,1.6224,0.0097,0.0133,0.0182,13.1754,1.5497,0.0794,39.6562,0.0318,351.0107,21.3097,0.6782,7.39,1.1,0.0835,0.0031,3.1,32.6558,1.6230700076511093,2.9782,-0.0002,47.8261,6.7956,0.0001,-0.0001,17.001,0.1268,8.29,4.9243,16.7745,0.1369,25.6725,0.0767,2.7874,0.0158,0.2078,0.0345,0.0004,4.2256,1.8002,2.1531,43.9785,0.003,5.645,0.0,2.3183,7.81,8.626,288.7154,0.0395,0.1917,0.1017,6.42,-0.1298,0.044,0.0855,2713.0,0.0232,1.9708,0.0651,0.0338,3.2219,-0.0058,0.0249,-982.0,1.5676,3.0342348941629247,57.746537184391734,84.5,1045.0,-0.031,2.5358,0.0249,2.5358,0.0174,0.0369,0.0187,1.039630298393267,0.1405,0.0324,0.644,190.8377,0.0,-11.2182,0.081,0.4115,-4070.5,0.0002,111.3801,1.9237,29.1985,5.0611,-0.010788597053171044,0.2315,1.9428280949326489,2.3943,30.3391,114.7497,1.2579,0.1698,1.0181,0.2751,0.139,4.3338,-0.0213,0.082,78.25,8.7713,24.0722,11.4258,437.7457,0.0106,1644.8994,178.1116,136.3601,0.0,0.0021,1.7153,4.8712,6.730614945477869,116.2105,12.81,1.1849557124518615,0.27668798775822495,0.9892,0.0415,1.6433,0.0277,0.0,0.1984,0.2379,0.0083,0.0,469.9081,2.6676,0.0178,0.0079,1.5913,31.2182,13.4292,1.9562,1298.6626,-0.0025,16.3972,0.3648,0.0,89.6,14.7059,64.4288,0.45,14.1941,1.2774,422.8505,481.5672,0.0098,0.0491,0.0848,0.5036574598316756,0.0753,804.8485,0.0268,0.1634,2.4737,619.0,161.5488,4.1015,0.0009,11.262,187.1486,0.3742,533.87,2.773,0.0031,1.1027,0.0352,30.0452,4.8915,353.6419,21.7283,0.0466,29.6545,10.67,0.6632564651874522,101.4521,0.0024,547.576,0.6484775994865212,2.9696,44.1813,6.91,41.8382,0.0338,0.007,0.0471,0.0011,9.5,0.0616,65.2361,66.8984,0.9785,0.0027,1.0239,0.0107,25.0175,78.3415,0.1138,1.0223,7.703873527161439,0.0378,192.1395,11.3303,5.22,1822.5073,0.0017,83.8621,0.2435,-0.0233,69.6191,91.041,276.2729,-0.1533,0.0131,2.4366,31.3127,7.337,-0.5542283055198973,-0.0108,176.2282,0.0107,0.0041,0.0382,20.6225,7.116,1.2319973059653624,0.0007,30.7084,0.0011,9.61162809493265,4.0374,7.81,0.0382,0.0458,0.0648,13.5286,0.0054,0
-0.0956,128.7319,0.4277,0.0061,0.0675,3.1604,0.0062,0.0123,0.0124,10.2005,1.7362,0.3593,24.7224,0.0184,0.0,55.5934,0.7555,10.29,1.0,0.108,-0.0007,3.2,60.0743,2.2249,6.4041,0.0,35.8566,6.8054,0.0,-0.0005,20.533,0.0253,9.27,4.1167,6.4671,0.4448,205.3052,0.0562,4.1759,-0.0623,0.2252,0.0565,-0.0014,6.047,2.4527,7.0768,24.2959,0.0031,1.7163,0.0,3.3804,7.92,12.275,91.2015,0.0381,0.1036,0.0241,5.89,-0.0104,0.0323,0.0528,1104.0,0.0145,6.1589,0.1273,0.0281,2.196,-0.0052,0.0192,502.0,1.9221,1.8575,88.3507,48.896,3986.0,-0.0416,2.1534,-0.0246,2.1534,0.0083,0.0175,0.0122,1.1869,0.0188,0.1061,0.6917,574.0113,858.5366,11.5591,0.089,0.2468,-1941.5,0.0001,135.8173,1.9145,18.8217,4.9417,-0.1515,0.2985,2.1221,3.2122,114.0337,192.2985,1.3529,0.1019,0.6791,0.9109,0.111,1.2138,0.0132,0.184,14.14,4.5481,18.7392,36.4566,112.9412,0.0259,1249.2998,282.5225,45.1768,0.0,0.0051,0.6112,5.9438,5.5066,93.5638,12.1,0.9933,0.3747,1.622,0.1176,2.1656,0.0095,0.0,0.1337,0.115,0.0052,0.0,2243.428,3.0739,0.0173,0.0055,2.4799,28.4409,7.6212,1.1828,585.3819,-0.0076,24.1213,2.5231,0.0,162.0,16.3817,55.3223,0.3,15.7186,1.5562,730.3633,0.0,0.0326,0.0577,0.0224,0.6168,0.0496,0.0,0.0183,0.1536,1.8504,623.0,195.8407,13.3252,0.0011,3.617,364.6701,0.3018,504.0827,5.103,0.0044,2.7664,-0.0264,69.965,7.8319,644.3603,31.2499,0.0898,17.601,13.04,1.0486,106.5371,0.0026,774.816,0.6314,3.3384,77.5737,4.1171,24.2871,0.0871,0.0006,0.023,0.0018,15.66,0.0532,117.8744,49.2847,1.1035,0.0065,0.761,0.0243,27.8472,77.0063,0.0489,0.8086,10.5828,0.0547,201.2522,11.1096,6.156,1107.433,0.001,47.4598,0.4407,-0.0416,68.5174,72.05,219.9203,-0.1275,0.0208,5.849,13.7328,4.5822,0.0473,-0.0091,244.0673,0.0314,0.0026,0.1162,24.2141,7.116,1.1227,0.0013,32.0989,0.0013,9.0242,4.5557,7.92,0.0089,0.0666,0.038,17.9666,0.0068,1
0.0239,71.8381,0.7164,0.0058,0.162,2.1668,0.0062,0.0077,0.0232,13.9178,1.9298,0.1433,35.9583,0.0184,454.7009,30.3511,0.6796407264296753,6.44498454404946,1.4,0.0447,-0.0009,2.7,27.3514,1.2891,5.5114,0.0,52.7197,4.4605,0.0,0.0001,11.781,0.1165,10.26,3.8094,21.11767403400309,0.1078,19.6758,0.0646,2.610869629057187,-0.089,0.2416,0.0684,0.0029,5.9863,2.3956,5.5846,28.5726,0.0021,3.5904,0.0,6.052,9.33,11.83,118.189,0.0296,0.1177,0.0372,6.45,-0.0333,0.0528,0.0823,3036.0,0.0217,3.0585,0.0966,0.0195,1.836,-0.005,0.012,-1744.0,1.6947,2.6477,47.602,53.654,871.0,-0.028,2.6515,-0.02939047310434219,2.6515,0.0008,0.0133,0.0143,1.3678,0.0824,0.0855,0.8183,171.6583,0.0,28.4227,0.069,0.2449,-4426.75,0.0002,244.504,2.2578,38.9701,2.6882,-0.0598,0.1873,1.4694,3.4787,54.3358,192.2985,1.4715,0.3498,0.7352,0.9581,0.152,3.1326,0.0516,0.074,76.52,9.0952,17.2938,39.095,186.6388,0.0432,1513.9004,221.7535,28.5952,0.0,0.0036,0.4208,1.7279,5.1188,77.2441,16.91,1.026,0.3122,0.9272,0.138,1.9783,0.0095,0.0,0.168,0.2032,0.003,0.0,396.1123,3.2725,0.0296,0.0043,0.6459,11.5773,15.4785,1.3381,1395.0226,-0.056,25.1991,2.1506,0.0,78.4,15.8153,40.6066,0.59,15.2686,1.8932,0.0,0.0,0.0174,0.0681,0.0529,0.4616,0.0713,0.0,0.0237,0.2026,3.7648,167.0,196.0466,6.5265,0.0006,10.018,64.7482,0.4333,450.9248,2.859,0.004,1.0283,-0.0315,17.6108,6.7039,119.0703,66.6321,0.09,16.9151,6.87,0.6511,200.7946,0.0025,306.486,0.623,3.5301,33.2607,6.2922,23.4326,0.0657,0.0028,0.06008639876352396,0.0017,4.01,0.1063,116.5829,62.9255,0.9167,0.0049,1.0059,0.02,80.5889,149.7707,0.1456095054095827,1.2666,6.195,0.019,187.7816,3.0376,7.999,1740.3297,0.0034,64.7218,0.3566,-0.0622,32.8258,115.689,174.0826,-0.0041,0.017,3.4599,7.38,5.6052,0.0473,0.0006,92.7966,0.0251,0.0037,0.0236,9.4814,7.116,1.6137,0.0008,60.0374,0.0015,11.2407,3.4358,9.33,-0.0249,0.072,0.0728,14.8871,0.0046,0
